id	langId	sent#	book	author	source	source_lang	target	target_lang
62	62	12	manaraga	wladimir_sorokin	Риск возрастает, когда дамы и господа сидят вокруг жаровни и у повара нет тыла. Так на то я и шеф-гастролер, а не рядовой book’n’griller. Когда жаровня окружена со всех сторон клиентами с пустыми тарелками, я вспоминаю того легендарного фокусника, что некогда ходил по городам Европы, поражая публику простым фокусом с протыканием пальца гвоздем. Элементарный трюк, целиком зависящий от угла зрения простаков. Но однажды подвыпившие простолюдины поймали “волшебника” где-то на площади, громогласно требуя фокуса. Гвоздь ему выдали. Его обступили со всех сторон. И пришлось чародею по-настоящему проткнуть себе палец. А гримасу боли народ принял за улыбку. Вот тогда он и получил настоящее признание. Но нам, увы, и протыкать нечего. Вся моя необычная профессия держится только на чистом мастерстве.	ru	Ryzyko wzrasta, gdy kobiety i mężczyźni siedzą wokół rusztu, a kucharz nie ma zabezpieczonych tyłów. Właśnie dlatego jestem podróżującym chef star, a nie jakimś szeregowym book’n’grillerem. Kiedy ruszt otoczony jest ze wszystkich stron klientami z pustymi talerzami, przypominam sobie tego legendarnego magika, który niegdyś chodził po miastach Europy, szokując publikę prostą sztuczką z przebijaniem palca gwoździem. Prymitywny trik, w całości zależny od kąta widzenia naiwniaków. Ale pewnego dnia podpite prostaczki złapały „czarodzieja” gdzieś na placu, donośnie domagając się sztuczki. Dano mu gwóźdź. Otoczono ze wszystkich stron. I czarodziej musiał naprawdę przebić sobie palec. A grymas bólu tłumek przyjął za uśmiech. Wówczas magik zyskał prawdziwe uznanie. Ale my, niestety, nie mamy czego przebijać. Cała moja niezwykła profesja opiera się wyłącznie na niepodważalnym kunszcie.	pl
63	63	16	manaraga	wladimir_sorokin	Книги как лошади – дикие и своенравные, если не найти к ним подхода. Я обхожусь без стека и шпор. Ласка, только ласка… Книги для меня не просто дрова, как их называют в нашем поварском подпольном сообществе. Все-таки книга – это целый мир, хоть и ушедший навсегда. В этом смысле я романтик. Я сын гуманитария, внук стоматолога, правнук адвоката, праправнук раввина. И я знаю точно – если ты любишь книгу по-настоящему, она отдаст тебе все свое тепло. А я люблю русскую классику, хотя не прочел и до середины ни одного русского романа. И я не буду жарить стейк на писателе второго сорта, вроде Горького. Всю классику я и моя умная блоха знаем наизусть: сюжет, биография автора со всеми подробностями, дата выхода бумажного полена. Это необходимо знать каждому повару, даже если он вообще не умеет читать книги. А таких людей у нас, к сожалению, все больше. Хотя, безусловно, чтобы хорошо прочесть книгу, повару необязательно ее прочесть. Парадокс XXI века. “O tempora, o mores!” – как говаривал мой покойный профессор-отец. А я мальчиком думал, что он говорит о “темпуре”, которую готовили в одной японской харчевне на соседней улице. Во мне уже тогда проснулась душа повара.	ru	Książki są jak konie: bywają dzikie i nieobliczalne, jeśli nie znajdziesz do nich odpowiedniego podejścia. Ja się obchodzę bez szpicruty i ostróg. Czułość, tylko czułość... Dla mnie książki to nie jakieś drewno, jak się mawia w naszej podziemnej kucharskiej społeczności. Wszakże książka to cały świat, chociaż na zawsze miniony. Pod tym względem jestem romantykiem. W końcu urodziłem się jako syn humanisty, wnuk stomatologa, prawnuk adwokata, praprawnuk rabina. I wiem jedno – jeśli kochasz książkę naprawdę, ona odda ci całe swoje ciepło. A ja kocham klasykę rosyjską, chociaż nawet do połowy nie przeczytałem żadnej rosyjskiej powieści. Ale nie będę smażyć steku na pisarzu drugiego gatunku typu Maksyma Gorkiego. Całą klasykę ja i moja mądra pchła znamy na pamięć: fabuła, biografia autora ze wszystkimi szczegółami, data wydania papierowego polana. To musi wiedzieć każdy kucharz, nawet jeśli w ogóle nie umie czytać książek. A takich ludzi jest wśród nas, niestety, coraz więcej. Choć z pewnością, aby dobrze przeczytać książkę, kucharz wcale nie musi jej przeczytać. Paradoks XXI wieku. „O tempora, o mores!” – jak mawiał mój świętej pamięci ojciec profesor. A ja, będąc chłopcem, myślałem, że mówi o tempurze, którą przygotowali w japońskiej knajpie na sąsiedniej ulicy. Już wtedy obudziła się we mnie dusza kucharza.	pl
64	64	5	manaraga	wladimir_sorokin	За эти девять лет именно русская литература принесла мне весьма приличный доход. Благодаря ее пылающим страницам я прошел суровый путь от рядового повара в подпольных забегаловках Гонконга до шефа-по-вызову с тремя звездами и могу позволить теперь себе жить гастролями, кочуя по миру. Ну и конечно – Опыт, Опыт, “сын ошибок трудных”. Да и мать его – Случайность. И отец – Интуиция.	ru	Przez te dziewięć lat to właśnie literatura rosyjska przyniosła mi bardzo przyzwoity dochód. Dzięki jej płonącym stronicom przeszedłem trudną drogę od szeregowego kucharza w podziemnych knajpkach Hongkongu do chefa z trzema gwiazdkami na zamówienie i teraz mogę sobie pozwolić na życie z występów wyjazdowych, na tułanie się po świecie. No i oczywiście – Doświadczenie, Doświadczenie, jeszcze raz Doświadczenie, „syn popełnionych błędów”. A matką jego – Przypadek. A ojcem – Intuicja.	pl
65	65	7	manaraga	wladimir_sorokin	Все прошло хорошо. Книга прочитана идеально – не быстро и не медленно, минимум дыма. Классика. Я был в форме. Умение повара листать горящие страницы, чтобы поддерживать равномерный огонь – одна из важнейших составляющих нашей профессии. Мы переворачиваем их специальной металлической полоской в форме меча, называемой в нашей среде “эскалибур”. У каждого повара эскалибур свой, сделанный на заказ. После последнего обыска в Пало-Альто я пользуюсь новым – титановым, с костяной ручкой.	ru	Wszystko poszło gładko. Książka przeczytana idealnie – nie za szybko, nie za wolno, minimum dymu. Klasyka. Byłem w formie. Biegłość kucharza w kartkowaniu płonących stronic w celu utrzymania równomiernego ognia to jeden z najważniejszych elementów naszego zawodu. Kartki przewracamy specjalnym metalowym paskiem w kształcie miecza, zwanym w naszym środowisku excalibur. Każdy kucharz ma własny excalibur wykonany na zamówienie. Po ostatniej rewizji w Palo Alto korzystam z nowego – tytanowego, z kościanym uchwytem.	pl
66	66	7	manaraga	wladimir_sorokin	Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни: – Маэстро, вы превзошли себя! – Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь? – Милый, сколько же сегодня сжег ты для меня? – Барбара, мы с тобой преступницы! – Ах, в этой рыбе привкус безумия! – Томас, стыдно признаться, но я впервые ем и осетрину!	ru	Później wszystko było przewidywalne: okrzyki i jęki, nerwowe dowcipy i pochwały dla mnie, całego na biało, stojącego przy ruszcie: – Maestro, przeszedł pan samego siebie! – Suzanne, czy czujesz zapach stu tysięcy wrzuconych w ogień przez Nastazję Filipowną? – Kochanie, a ty ile dziś spaliłeś dla mnie? – Barbra, jesteśmy kryminalistkami! – Ach, ta ryba ma posmak szaleństwa! – Thomas, wstyd przyznać, ale po raz pierwszy jem jesiotra!	pl
67	67	9	manaraga	wladimir_sorokin	10 000 фунтов за вечер – неплохой навар. Мой прайс уже обогнал стоимость книги. Это знак качества. А когда растет прайс, вместе с ним растет и чувство глубокого удовлетворения. Статус, статус book’n’grill chef. В общем, я доволен. И профессией, и судьбой. Хотя не все в моей жизни было гладко. Но шрамы для нашего брата book’n’griller – привычное дело.	ru	10 000 funtów za noc – niezła działka. Moja wycena przekroczyła już cenę książki. To znak jakości. A gdy rośnie wycena, rośnie też uczucie głębokiej satysfakcji. Status, status, book’n’grill chef. Ogólnie rzecz biorąc, jestem zadowolony. I z zawodu, i z losu. Choć nie wszystko w moim życiu szło gładko. Ale dla naszego brata book’n’grillera blizny to rzecz normalna.	pl
68	68	5	manaraga	wladimir_sorokin	Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца. Кладу в пепельницу и поджигаю. Это – жертва благодарения цифровому миру, обеспечившему нас работой. Я совершаю этот ритуал каждый раз после удачного вечера. Современные купюры горят отвратительно, приходиться поджигать и поджигать…	ru	Zaciągając się cygarem, wyjmuję paczkę pięknych półprzezroczystych angielskich banknotów z samozadowoloną fizjonomią króla, wyciągam jeden, składam z niego cielca. Wkładam do popielniczki i podpalam. To ofiara dziękczynna złożona cyfrowemu światu zapewniającemu nam pracę. Wykonuję ten rytuał za każdym razem po udanym wieczorze. Dzisiejsze pieniądze palą się okropnie, trzeba podpalać i podpalać...	pl
69	69	8	manaraga	wladimir_sorokin	С тех пор как человечество перестало печатать книги и навсегда сделало лучшие из них музейными экспонатами, book’n’grill появился на свет. Люди всегда тянутся к запретному плоду. Девяносто процентов отпечатанных человечеством книг были сданы в утиль или просто выброшены на помойки, чтобы не занимали пространство в квартирах. А вот оставшиеся десять, осевшие в музеях и библиотеках, вдохновили лучшую часть человечества на удивительную страсть. Первый стейк был зажарен двенадцать лет назад в Лондоне на пламени первого издания “Поминок по Финнегану”, выкраденного из Британского музея. Его приготовили и съели четверо великих мужей – психоаналитик, флорист, биржевой брокер и контрфаготист. Так родился book’n’grill. Это положило начало великой страсти, ставшей за эти стремительные годы великой традицией…	ru	Gdy ludzkość przestała drukować książki, a z najlepszych z tych już istniejących uczyniono eksponaty muzealne, na świecie narodził się book’n’grill. Ludzi od zawsze pociągał zakazany owoc. Dziewięćdziesiąt procent wydrukowanych przez ludzkość książek oddano na przemiał lub po prostu wyrzucono na wysypiska, żeby nie zagracały przestrzeni w mieszkaniach. Te pozostałe dziesięć, chronione w muzeach i bibliotekach, natchnęły zaś najlepszą część ludzkości niesamowitą pasją. Pierwszy stek usmażono dwanaście lat temu w Londynie na płomieniu pierwszego wydania Finneganów trenu skradzionego z British Museum. Przygotowało go i zjadło czterech zacnych mężów: psychoanalityk, florysta, makler giełdowy i kontrafagocista. Tak narodził się book’n’grill. To zapoczątkowało wielką pasję, która stała się przez te śpieszne lata wielką tradycją.	pl
70	70	12	manaraga	wladimir_sorokin	Мда, англичане в ту пору оказались “впереди планеты всей”. Четверку джентльменов, подаривших миру новую моду, тогда окрестили “новыми битлами”: трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол. Контрфаготиста звали Грегор. И те, и нынешние стремительно ворвались в послевоенный европейский мир. Да, после войны всем, всем вдруг отчаянно захотелось почитать. Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь – в первые подпольные читальни. Потом туда хлынули и обыватели. Это были золотые времена… Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние. Мда, родись я лет на пять пораньше… В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество. Читали тогда, что называется, “по диагонали”: дым, копоть, воспарения. О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на “Старике и море”, спаленную аррачеру на Дос-Пассосе и недожаренную свинину на “Швейке”…	ru	Zatem Anglicy stali się wówczas „the champions, my friend”. Czterech dżentelmenów, którzy sprezentowali światu nową modę, nazwano nowymi Beatlesami; imiona trzech z nich pokrywały się z imionami czwórki z Liverpoolu: John, George i Paul. Kontrafagocista miał na imię Gregor. I tamci, i ci współcześni błyskawicznie wdarli się do świata powojennej Europy. Tak, po wojnie wszystkim, wszystkim nagle desperacko zachciało się poczytać. Włamywacze wyciągnęli ręce po księgozbiory, a smakosze i złota młodzież ruszyli do pierwszych podziemnych czytelni. Później napłynęli tam też zwykli obywatele. To były złote czasy... Ci, którzy znaleźli się wtedy w odpowiednim miejscu, porządnie nabili sobie kabzę: podrzędny kucharzyna wyhaczony w budzie street food w parę miesięcy dorabiał się majątku. Ech, gdybym się urodził z pięć lat wcześniej... W tamte szalone lata zaczarowana procesem ludność nie zwracała uwagi na jakość. Czytało się wówczas, jak to mówią, „na przełaj”: dym, sadza, opary. O jakości jedzenia lepiej nie wspominać: bogate dupki z dnia na dzień stawały się smakoszami, przełykały wyschnięte steki z piotrosza na Starym człowieku i morzu, przypalonego dorsza na Dos Passosie i niedosmażoną wieprzowinę na Szwejku...	pl
71	71	5	manaraga	wladimir_sorokin	Но уже через полгода, когда грабежи музеев и библиотек по всему миру стали заурядной новостью, человечеству пришлось объявить book’n’grill преступлением не только против культуры, но и против цивилизации в целом. Топор закона навис не только над поварами, книжными ворами и клиентами, но и гостями, возжелавшими попробовать каре барашка на “Дон Кихоте” или стейк из тунца на “Моби Дике”. Первые судебные процессы были громкими и, естественно, завершились суровыми приговорами: человечество берегло свое культурное наследие. Просвещенная часть человечества испугалась, что без музейной книги Homo sapiens окончательно превратится в обезьяну с айфоном в лапе. Так книгу занесли в Красную книгу.	ru	Ale już po pół roku, kiedy grabieże muzeów i bibliotek na całym świecie stały się banałem, ludzkość musiała ogłosić book’n’grill zbrodnią nie tylko przeciwko kulturze, lecz także przeciwko cywilizacji w ogóle. Karzący miecz prawa zawisł i nad kucharzami, złodziejami książek oraz ich klientami, i nad gośćmi, którzy zapragnęli skosztować combra z jagnięciny na Don Kichocie lub steku z tuńczyka na Moby Dicku. Pierwsze procesy sądowe były głośne i, naturalnie, zakończyły się surowymi wyrokami: ludzkość strzegła swego dziedzictwa kulturowego. Oświecona część społeczeństwa bała się, że bez muzealnej książki Homo sapiens ostatecznie zamieni się w małpę z iPhone’em w łapie. W ten sposób książki trafiły do Czerwonej Księgi.	pl
72	72	5	manaraga	wladimir_sorokin	Мне повезло тогда: Тургенев горел превосходно, мой первый серебряный эскалибур мелькал и сверкал, перепела шипели, клиенты наслаждались зрелищем. Spectacle в нашей профессии не менее важен, чем результат. Клиенты хотят видеть завораживающее огненное шоу, без дыма и вони. Как наставлял нас Zokal: “Помните, вы должны создать и поддерживать в жаровне процесс, напоминающий пролет колесницы Юпитера по утреннему небу!”	ru	Miałem wtedy szczęście: Turgieniew palił się znakomicie, mój pierwszy srebrny excalibur wywijał i błyskał, przepiórki skwierczały, klienci upajali się widowiskiem. Spectacle w naszym zawodzie jest nie mniej ważny niż rezultat. Klienci chcą zobaczyć fascynujące show z ogniem, bez dymu i smrodu. Jak pouczał Zokal: „Pamiętajcie, musicie stworzyć i utrzymać w piecu proces przypominający przelot wozu Jowisza przez poranne niebo!”.	pl
73	73	13	manaraga	wladimir_sorokin	Половину долларовой “котлеты” я отдал тогда учителю. На другую половину, как водится, устроил вечеринку для бывших поварят из гнезда Zokal. Мы сняли за гроши какую-то ржавую баржу, поставили на палубе стол, завалили его снедью и выпивкой, наняли двух аккордеонистов и поплыли по Висле. Из семи поварят я был единственный русский. Трое жарили на английских книгах, двое на французских, один на испанских. Надо мной хоть и подтрунивали, но уважительно: я рисковал, русский гриль тогда еще не был раскручен. Великие мастера Mohnо и Рубинштейн тогда еще только начинали заявлять о себе. Но проницательный Zokal мудро сориентировал меня: русская литература. И как я ни упирался, он меня уговорил. По-отечески: пара затрещин помогла. Миф русской литературы оказался сильней моих страхов. И все получилось у поваренка. Он стал трехзвездным.	ru	Połowę dolarowej „pajdy” oddałem wtedy nauczycielowi. A druga połowa, jak to przyjęte, poszła na imprezkę dla byłych kuchcików z gniazda Zokala. Wynajęliśmy za grosze jakąś zardzewiałą barkę, postawiliśmy stół na pokładzie, zawaliliśmy go jadłem i napitkami, zatrudniliśmy dwóch akordeonistów i popłynęliśmy Wisłą. Z siedmiu kuchcików byłem jedynym Rosjaninem. Trzech smażyło na angielskich książkach, dwóch na francuskich, jeden na hiszpańskich. Choć pokpiwali ze mnie, to jednak z szacunkiem: ryzykowałem, rosyjski grill nie był jeszcze wówczas wypromowany. Wielcy mistrzowie Моhno i Rubinstein dopiero stawiali pierwsze kroki. Ale wnikliwy Zokal mądrze mnie nakierował: literatura rosyjska. I chociaż się opierałem, namówił mnie. Po ojcowsku: parę razy dał w ucho i pomogło. Mit literatury rosyjskiej okazał się silniejszy od moich lęków. I wszystko się udało kuchcikowi. Dostał trzy gwiazdki.	pl
74	74	16	manaraga	wladimir_sorokin	Вообще, помимо главного языка мира, я сносно говорю по-французски, по-немецки и по-баварски, неплохо знаю венгерский и польский, а при помощи блохи свободно читаю еще на двенадцати языках. Вот с устным русским у меня проблемы. Это естественно – встретить русскоговорящего человека теперь уже трудно. Я помню русских только в детстве, когда они приезжали к нам в Будапешт за работой. Им было тогда трудно, их титаник “Постсоветская Россия” тонул. Мальчиком я услышал от одного пьяноватого русского что-то вроде исповеди. Он сравнивал русских с евреями: одних Бог лишил родины и рассеял по миру за то, что они распяли Христа, других – за то, что они распяли Человека. “Мы распяли в себе самих себя, распяли! – повторял он. – За это Россию засасывает черная дыра!” Признаться, я тогда не понимал, что он имеет в виду. Позже мне стало ясно. Но потеряв свой мiр, русские быстро ассимилировались. И устроились не хуже других, надо сказать: трое известных book’n’grill chefs, жарящих исключительно на английских романах, – с русскими фамилиями. А перед одним из них – Лео Волкофф – я готов опуститься на колено. Этот парень моложе меня на десять лет, но уже стал звездой на нашей Кухне. Его прошлогоднее рождественское меню на Вирджинии Вульф не имеет аналогов – серия тончайших букетов, составленных из филе диких птиц и речных рыб, овощей, фруктов и запеченных с виртуозным мастерством. Говорят, когда под “Гимн Деве” Бриттена в жаровне Лео пылал “Орландо”, дамы плакали. Есть, есть на кого равняться…	ru	W ogóle, poza głównym językiem świata, znośnie mówię po francusku, niemiecku i bawarsku, nieźle znam węgierski i polski, a za pomocą pchły swobodnie czytam jeszcze w dwunastu językach. Tylko z ustnym rosyjskim mam problemy. Ale to nic nadzwyczajnego – trudno już teraz spotkać człowieka rosyjskojęzycznego. Rosjan pamiętam tylko z dzieciństwa, kiedy przyjeżdżali do nas do Budapesztu w poszukiwaniu pracy. Mieli wtedy ciężko, ich titanic „Postradziecka Rosja” tonął. Będąc chłopcem, usłyszałem od jednego podpitego Rosjanina coś w rodzaju spowiedzi. Porównał Rosjan do Żydów: jednych Bóg pozbawił ojczyzny i rozproszył po świecie za to, że ukrzyżowali Chrystusa, tych drugich – za to, że ukrzyżowali Człowieka. „Ukrzyżowaliśmy w sobie samych siebie, ukrzyżowaliśmy! – powtarzał. – Za to Rosję zasysa czarna dziura!”. Przyznam, że wtedy nie rozumiałem, co ma na myśli. Z czasem stało się to dla mnie jasne. Ale utraciwszy swój nowy-stary świat, swój „мiр”, Rosjanie szybko się asymilowali. I urządzili się nie gorzej od innych, co trzeba podkreślić: trzech znanych book’n’grill chefs smażących wyłącznie na angielskich powieściach nosi rosyjskie nazwiska. A przed jednym z nich – Leo Volkoffem – jestem gotów uklęknąć. Ten gość jest młodszy ode mnie o dziesięć lat, ale już stał się gwiazdą naszej Kuchni. Jego ubiegłoroczne bożonarodzeniowe menu na Virginii Woolf nie ma sobie równych – seria najsubtelniejszych bukietów wykonanych z filetów dzikich ptaków i ryb rzecznych, warzyw i owoców zapieczonych z mistrzowską wirtuozerią. Słyszałem, że gdy przy dźwiękach Hymnu do Dziewicy Brittena w piecu Leo płonął Orlando, kobiety płakały. Mam, mam do kogo równać...	pl
75	75	6	manaraga	wladimir_sorokin	Массивный и невозмутимый, как каменная глыба, бармен с неизменной зубочисткой в зубах, протягивающий десять долларов Стивену со словами: “Ступай, засранец, купи себе чего-нибудь пожрать”; голый невзрачный мужчина, теребящий член перед зеркалом и шепчущий: “И за что же, сука, ты меня предала?”; девушка с мальчишеской прической, везущая чемодан к автобусной станции по громкой брусчатке и яростно бормочущая: “О, я вернусь, вернусь, но только для того, чтобы плюнуть на ваши могилы!”	ru	Masywny i niewzruszony, niczym kamienna bryła, barman z nieodzowną wykałaczką w zębach podający Stevenowi dziesięciodolarówkę ze słowami: „Idź, dupku, kup se coś do żarcia”; nagi niepozorny mężczyzna tarmoszący penisa przed lustrem szepczący: „I czemuś mnie, suko, zdradziła?”; dziewczyna z chłopięcą fryzurą głośno ciągnąca po bruku walizkę na dworzec autobusowy i wściekle mamrocząca: „O, ja tu jeszcze wrócę, wrócę, ale tylko po to, żeby napluć na wasze groby!”.	pl
76	76	6	manaraga	wladimir_sorokin	Заказав девкам коктейли, договариваюсь о цене. Как и большинство читающих поваров, я холост. Расхожее мнение, что все book’n’grillers сплошь голубые, не соответствует действительности. Банальщина. Так обыватели уже триста лет судят и о балетных труппах. Голубых у нас не более, чем в любом мужском корпоративном сообществе.	ru	Zamawiam dziwkom koktajle i dogaduję się co do ceny. Jak większość czytających kucharzy jestem kawalerem. Powszechne przekonanie, że wszyscy book’n’grillers to geje, nie odpowiada rzeczywistości. Banał. Tak już od 300 lat mieszczuchy myślą o zespołach baletowych. Gejów wśród nas znajdzie się nie więcej niż w jakiejkolwiek innej męskiej społeczności korporacyjnej.	pl
77	77	3	manaraga	wladimir_sorokin	Вечер: шашлык из осетрины на “Идиоте”. Роман полноценный, второго среднего веса, 720 граммов, 509 страниц, бумага веленевая, цельнотканевый коленкоровый переплет. Вполне хватило на восемь шампуров.	ru	Szaszłyk z jesiotra na Idiocie. Powieść pełnowartościowa, drugiej wagi średniej, 720 gramów, 509 stron, papier welinowy, oprawa twarda całopłócienna z bukramu. W zupełności wystarczyła na osiem szaszłyków.	pl
78	78	4	manaraga	wladimir_sorokin	Как и было обговорено, клиент + семеро гостей восседали вокруг жаровни. Естественно, не только чтобы убедиться, что я жгу именно первое издание, книгу за 8700 фунтов, а не подменил ее каким-нибудь северным детективом XXI века про сто пятьдесят оттенков посредственности. Они хотели искусства. И получили его.	ru	Zgodnie z ustaleniami klient + siedmioro gości zasiedli wokół rusztu. Naturalnie nie tylko po to, aby upewnić się, że ja naprawdę spalę pierwsze wydanie, książkę za 8700 funtów, że nie podmieniłem jej na byle jaki skandynawski kryminał z XXI wieku o stu pięćdziesięciu twarzach przeciętności. Oni pragnęli sztuki. I ją otrzymali.	pl
79	79	4	manaraga	wladimir_sorokin	Слава огню, за эти девять лет я научился правильно обращаться с книгами. У нас говорят: этот повар хорошо читает. Я читаю прилично. А значит – страницы пылают, одна за другой, завораживая клиентов, мясо шипит, глаза блестят, гонорар растет…	ru	Chwała Ogniowi, przez te dziewięć lat nauczyłem się poprawnie postępować z książkami. W naszym środowisku mówi się: ten kucharz dobrze czyta. Ja czytam przyzwoicie. A to oznacza, że strony płoną jedna po drugiej, czarują klientów, mięso skwierczy, oczy błyszczą, gaża rośnie...	pl
80	80	4	manaraga	wladimir_sorokin	Так что – книгу надо любить. Недаром мой наставник Zokal, получивший “пожизненно” за легендарный ночной банкет в Афинской библиотеке, говаривал: “Книга – лучший подарок”. На сорокалетие мы, тогда еще поварята, преподнесли ему первое издание “Доктора Но”, зная, что он готовит мощную гриль-парти на собрании сочинений Флеминга для семейки одного американского миллиардера, помешанного на Бонде.	ru	Tak więc książkę trzeba kochać. Nic dziwnego, że mój mentor Zokal, który dostał dożywocie za legendarny nocny bankiet w Bibliotece Ateńskiej, mawiał: „Książka to najlepszy prezent”. Na jego czterdzieste urodziny my, wówczas jeszcze kuchciki, wręczyliśmy mu pierwsze wydanie Doktora No, wiedząc, że przygotowuje on ogromne grill party na dziełach zebranych Fleminga dla familii pewnego amerykańskiego miliardera, sfiksowanego na punkcie Bonda.	pl
81	81	5	crows	petra_dvorakova	„Je to fakt dobrý,“ řekl mi Frodo, když se na můj výkres koukal. A skoro to vypadalo, že je z toho obrázku překvapenej. Pak se ptal, jestli maluju i doma, tak jsem odpověděla, že jo. Nejradši bych mu řekla i to, že chci být malířkou, ale mamka pořád opakuje, že je to blbost, že člověk musí dělat něco pořádnýho, jako třeba ona dělá knihovnici v knihovně, tak jsem raději mlčela, aby si nemyslel, že mám blbý nápady. Chvíli na výkres ještě koukal a otáčel ho ze všech stran a pak šel dál a koukal na obrázek Lindy, která nakreslila takový docela pěkný jabko.	cs	– To jest naprawdę dobre – powiedział Frodo, patrząc na moją pracę. Wyglądał na zaskoczonego. Potem spytał, czy maluję też w domu, więc odpowiedziałam, że tak. Najchętniej powiedziałabym mu też, że chcę zostać malarką, ale mama ciągle powtarza, że to głupota, bo człowiek musi robić coś porządnego. Tak jak ona na przykład jest bibliotekarką. Milczałam więc, żeby nie myślał, że mam głupie pomysły. Jeszcze przez chwilę patrzył na rysunek i obracał go ze wszystkich stron, a potem podszedł do Lindy, która namalowała całkiem ładne jabłko.	pl
82	82	4	crows	petra_dvorakova	„Já ho asi miluju. A on mě určitě taky,“ mlela pořád dokola, až jsem jí taky chtěla něco říct. Napadlo mě, že se jí pochlubím, že se Frodovi líbily moje obrázky, jenže pak mi to přišlo pitomý. Taky proto, že by to určitě vykecala mamce, a mamka by řekla, že je to pitomost.	cs	– Chyba się w nim zakochałam. On we mnie na pewno też – powtarzała w kółko, aż miałam ochotę coś jej powiedzieć. Pomyślałam, że pochwalę się tym, że podobał mu się mój obrazek, ale potem zrezygnowałam. Kaśka na pewno wygadałaby wszystko mamie, a mama by powiedziała, że znów zajmuję się głupotami.	pl
83	83	4	crows	petra_dvorakova	Radši jsem zhasla lampičku a v duchu si pořád představovala, jak si můj obrázek dlouho prohlížel a pochválil mě před celou třídou. A napadlo mě, že třeba jsem pro něj výjimečná, jiná než ostatní holky. Zachumlala jsem se do peřiny a snila o tom, jak mu ukážu svoje obrázky a jemu se budou líbit. A pak spolu začneme kamarádit, i když on je o hodně starší, a budeme si povídat o různejch věcech, hlavně o kreslení, a ostatní holky mně budou závidět.	cs	Zgasiłam lampkę i wciąż myślałam o tym, jak Frodo uważnie przyglądał się mojemu obrazkowi i pochwalił mnie przy całej klasie. Może jestem dla niego wyjątkowa, inna niż pozostałe dziewczyny? Opatuliłam się kołdrą i marzyłam o tym, że pokażę mu swoje obrazki, a one się mu spodobają. A potem zaczniemy się przyjaźnić, chociaż on jest dużo starszy, i będziemy rozmawiać o różnych rzeczach, przede wszystkim o malowaniu, a pozostałe dziewczyny będą mi zazdrościć.	pl
84	84	5	crows	petra_dvorakova	Dneska jsem šla do školy o dost dřív, protože jsem nechtěla, aby děcka ve škole viděly, že nesu desky s výkresama. Strčila jsem si je v šatně za skříňky a říkala si, že nepůjdu na oběd a vyndám je, až budu v šatně sama. Jenže potom mě v matice napadlo, že třeba bude uklízečka umývat podlahy a všimne si, že tam jsou za skříňkou nějaký desky, a někam to odnese nebo vyhodí. Celou matiku mě polívalo strašný horko, jak jsem se bála, že se to stane. A nadávala jsem si, že jsem pitomá.	cs	Dziś przyszłam do szkoły dużo wcześniej niż zwykle, bo nie chciałam, żeby ktoś z klasy widział, że niosę teczkę z obrazkami. Wcisnęłam ją za szafki w szatni i pomyślałam, że nie pójdę na stołówkę i wrócę po teczkę, kiedy nikogo tam nie będzie. Tyle że potem na matmie wpadłam na to, że sprzątaczka może myć podłogę, zauważy teczkę za szafką i gdzieś ją wyniesie albo wyrzuci. Przez całą lekcję oblewały mnie fale gorąca, bo bałam się, że właśnie tak będzie. W myślach wyzywałam się od idiotek.	pl
85	85	3	crows	petra_dvorakova	Hned jak zazvonilo, běžela jsem do šatny, ale naštěstí tam obrázky byly. Rychle jsem desky vzala a odnesla je do třídy, i když teda holky na mě čuměly, co jako táhnu, jestli jsou to fakt ty výkresy pro Froda. Sice mně vadilo, že minulej tejden slyšely, jak mně Frodo říkal, abych mu je přinesla, ale na druhou stranu se mi líbilo, že se před nima můžu trochu pochlubit.	cs	Tuż po dzwonku pobiegłam do szatni, na szczęście obrazki wciąż tam były. Szybko zaniosłam je do klasy, chociaż dziewczyny gapiły się na mnie, co tam taszczę, i wypytywały, czy to naprawdę są rysunki dla Froda. Wprawdzie przeszkadzało mi to, że w zeszłym tygodniu słyszały, jak Frodo prosi mnie, żebym je przyniosła, ale jednocześnie cieszyłam się, że mogę się im czymś pochwalić.	pl
