book	source	target	code	source_lang	target_lang
war_with_newts	A zatím v redakci sedí pět nebo šest opuštěných lidí, neboť ostatní kolegové jsou také na dovolené, kde tlukou rozhořčeně novinami a stěžují se, že teď v těch novinách nic, ale docela Nic není. A ze sazárny vyjde pan metér a povídá vyčítavě: "Páni, páni, ještě nemáme na zítřek úvodník."	Siedzi więc w redakcji pięciu czy sześciu zrezygnowanych ludzi, bo reszta kolegów także rozjechała się na urlopy, i z goryczą odrzucają gazety narzekając, że teraz w gazetach nie ma nic, ale to dosłownie Nic. Z zecerni wyszedł metrampaż i odezwał się zgorszony: — Panowie, panowie… Nie mamy jeszcze na jutro artykułu wstępnego.	cs-pl	cs	pl
war_with_newts	"Tož kteryho dnes máme? Pravda, dvacátyho pátyho června. Tak například dvacáty páty červen, to bylo teda loni. Ja, tady. Dajak zabil žraloka. Lizards mají ohromné interest o tu mrchu. Toby - to byl teda jeden takové menší ještěrka, ale tuze chytré," vysvětloval kapitán. "Já jim musel dát všelijaky jmena, víš? abych o nich mohl psát tu knihu. - Tož Toby strkal prsty do ty díry od toho nože. Večer nosili suchy větve na můj oheň. To nic není," bručel kapitán. "Já najdu nějaké jiné den. Třeba dvacátyho června, ne? - Lizards stavěli dál ten - ten - jak se řekne jetty?"	— Którego to mamy dzisiaj? Prawda, dwudziestego piątego czerwca. Więc na przykład dwudziestego piątego czerwca… Ale to było ubiegłego roku. O, proszę, jest: „Dajak zabił rekina. Lizards ogromnie interesują się jego ścierwem. Toby…” To był taki jeden mały jaszczurek, ale bardzo sprytny — wyjaśniał kapitan. — Musiałem każdemu z nich dać jakieś imię, żebym mógł pisać o nich w tej książce… „Toby wkładał palce do dziury od noża. Wieczorem znosiły mi suche gałęzie na ogień…” E, to nic ciekawego — mruknął kapitan. — Muszę znaleźć jakiś inny dzień. Może trzydziestego czerwca, dobrze?… „Lizards stawiały dalej…” no, jak się to nazywa: jetty?	cs-pl	cs	pl
war_with_newts	"A ty perly tu možu nechat?" "Můžete." "Ja, tak to já musím dvě moc pěkny perle vybrat, já bych je měl někomu poslat" "Komu?" "Takovým dvěma redactors, chlapče. Ja sakra, počkej." "Co? "Sakra, jak oni se jmenovali." Kapitán van Toch mrkal zamyšleně blankytnýma očima. "Já mám takovou hloupou hlavu, člověče. Já už nevím, jak se ty dva boys vlastně jmenovali."	— A mogę te perły tu zostawić? — Może pan. — Dobrze, tylko muszę wybrać dwie piękne perły… Powinienem je komuś posłać. — Komu? — Takim dwom redactors…* Tak, ale do pioruna… Poczekaj no… — Co się stało? — Do stu diabłów! Jakże oni się nazywali? Kapitan chwilę się zastanawiał mrugając oczyma. — Głupia ta moja głowa, człowieku… Zabij mnie, a ja nie wiem, jak się ci dwaj boys właściwie nazywali…	cs-pl	cs	pl
solaris	Jest pijany — pomyślałem. Pijany do nieprzytomności. Ogarniał mnie rosnący gniew. Właściwie powinienem był wyjść, ale moja cierpliwość prysła.	酔っ払ってるんだな、と私は思った。意識が朦朧とするほど酔っ払っているんだろう。激しい怒りがこみ上げてきた。本当はそのまま部屋から出て行くべきだったのだろう。しかし、そこで私の堪忍袋の緒が切れてしまった。	pl-ja	pl	ja
solaris	— Co? — spytałem. Wciąż miałem zatkane uszy i zdawało mi się, że gorzej słyszę. — Co to ma znaczyć? Gdzie on jest?	「何だって？」と、私は聞き返した。相変わらず耳は真綿に塞がれたようで、聞こえはいっそう悪くなっているようだった。「それはいったい、とういう意味なんだ?彼はどこにいる？」	pl-ja	pl	ja
solaris	— Przecież już wiesz — powiedział całkiem innym tonem. Patrzał mi w oczy zimno, aż przeszły mnie ciarki. Może i był pijany, ale wiedział, co mówi. — Nie stało się...? — Stało się. — Wypadek?	「その答はもう自分でもわかっているだろう」と、彼はまるで別人のような声色で言った。そして冷ややかににらんだので、私はぞっとして鳥肌が立つほどだった。彼はやはり酔っ払っていたのかもしれない。しかし、自分が何を言っているかは、わかっていた。 「何か起こったというわけでは……？」 「起こったのさ」 「事故か？」	pl-ja	pl	ja
solaris	— Czekaj — powiedział, kiedy zwracałem się ku drzwiom. Patrzał na mnie w szczególny sposób. Widziałem, że to, co chce powiedzieć, nie przechodzi mu przez usta. — Było nas trzech i teraz, z tobą, znowu jest trzech. Znasz Sartoriusa?	「待ってくれ」私がドアのほうに向いたとき、彼が言った。なんだか変な目つきで私を見ている。言いたいことがなかなか口に出せないという様子だった。 「おれたちは三人だった。そしていま、きみをいれて、また三人になった。サルトリウスを知っているだろう?」	pl-ja	pl	ja
solaris	— Kogo mogę zobaczyć? Ducha?! — wybuchnąłem. — Rozumiem. Myślisz, że zwariowałem. Nie. Nie zwariowałem. Nie potrafię ci tego powiedzieć inaczej... na razie. Zresztą może... nic się nie stanie. W każdym razie pamiętaj. Ostrzegłem cię.	「いったい誰を見かけるっていうんだ？幽霊か」私は感情を抑え切れなくなった。 「わかるよ。気でも狂ったんじゃないか、とでも思ってるんだろう。そうじゃない。おれは気なんか狂ってはいない。これ以外の言い方はうまくできないんだが……まあ、今のところは。なにしろ、ひょっとしたら……何も起こらないかもしれないし。いずれにせよ、覚えておいてくれ。おれは警告したからな」	pl-ja	pl	ja
anna_karenina	Степана Аркадьича не только любили все знавшие его за его добрый, веселый нрав и несомненную честность, но в нем, в его красивой, светлой наружности, блестящих глазах, черных бровях, волосах, белизне и румянце лица, было что-то, физически действовавшее дружелюбно и весело на людей, встречавшихся с ним. «Ага! Стива! Облонский! Вот и он!» – почти всегда с радостною улыбкой говорили, встречаясь с ним. Если и случалось иногда, что после разговора с ним оказывалось, что ничего особенно радостного не случилось, – на другой день, на третий опять точно так же все радовались при встрече с ним.	ステパン・アルカジエヴィッチは、ひとり、その善良で快活な性格と、疑いない正直さとのために、彼を知るすべての人から愛されたばかりでなく、彼の風采には、その美しい明るい容貌や、輝かしいまなざしや、黒い眉や、髪や、さてはまた顔色の白さやばら色のなかに、彼に接するすべての人に生理的に親しみぶかく愉快に作用する何ものかがあったのである。『やあ！スティーワだ！オブロンスキイだ！ほら、とうとうやって来た！』と、彼を見るとだれでもが、ほとんどつねに、うれしそうなえみを含んでこういった。よし時として、彼との会談の後に、それがかくべつ愉快なことでなかったことが明瞭になった場合でも一翌日、または翌々日には、人々は彼と会うことを、やはり喜ぶのであった。	ru-ja	ru	ja
anna_karenina	– Мы таки добились сведения из Пензенского губернского правления. Вот, не угодно ли… – Получили наконец? – проговорил Степан Аркадьич, закладывая пальцем бумагу. – Ну-с, господа… – И присутствие началось.	「ペンザ県庁からやっと報告がまいりました、これなんですが、いかがでしょう……」 「とうとう来たか？」とステパン・アルカジエヴィッチは、指を書類にはさみながら、いった。「では諸君……」こうして執務時間がはじまった。	ru-ja	ru	ja
anna_karenina	– А что? – испуганно спросил Левин. – Да ничего, – отвечал Облонский. – Мы поговорим. Да ты зачем, собственно, приехал? – Ах, об этом тоже поговорим после, – опять до ушей покраснев, сказал Левин. – Ну хорошо. Понятно, – сказал Степан Аркадьич. – Ты видишь ли: я бы позвал к себе, но жена не совсем здорова. А вот что: если ты хочешь их видеть, они, наверное, нынче в Зоологическом саду от четырех до пяти. Кити на коньках катается. Ты поезжай туда, а я заеду, и вместе куда-нибудь обедать. – Прекрасно. Ну, до свидания.	「どういうわけで？」と、レーヴィンはびっくりしたようにきいた。 「いや、なんでもないさ」と、オブロンスキイは答えた。「おいおいに話そうじゃないか。だが、きみはいったい、こんどはなんの用で出てきたんだね？」 「ああ、そのことも、やっぱりあとで話すことにしよう」と、またしても耳のつけ根まであかくなりながら、レーヴィンはいった。 「いや、よろしい。わかってる」と、ステパン・アルカジエヴィッチはいった。「そこでと一じつはきみをうちへお招きすべきだが、うちのやつが少し弱ってるんでね。だがなんだよ一もしあのうちの人たちに会いたいのなら、あの人たちはこのごろ四時から五時までは、たいてい動物園にいるからね。キティーがスケートに行くものだから。きみもひとつそこへ行くさ。ぼくもあとから行くから。そしてどこかへ食事をしに行こう」 「大いにけっこうだ、じゃさようなら」	ru-ja	ru	ja
anna_karenina	Казалось бы, ничего не могло быть проще того, чтобы ему, хорошей породы, скорее богатому, чем бедному человеку, тридцати двух лет сделать предложение княжне Щербацкой; по всем вероятиям, его тотчас признали бы хорошею партией. Но Левин был влюблен, и поэтому ему казалось, что Кити была такое совершенство во всех отношениях, такое существо превыше всего земного, а он такое земное низменное существо, что не могло быть и мысли о том, чтобы другие и она сама признали его достойным ее.	生まれはよし、貧乏人とはちがって財産もあり、歳も三十二という彼が、スチェルバーツキイ公爵令嬢に求婚する、世にこれ以上簡単なことはありえないと思われたであろうし、またいずれの点から見ても、彼は即座に好配偶として認められたにちがいなかった。けれども、レーヴィンは夢中だったので、彼には、キティーが何ひとつ申しぶんのない完全なもの、いっさいの地上のものをこえて尊い存在であるように思われ、これに反して彼自身は、彼女の夫たるにたるものと周囲の人や彼女自身から認められようなどとは考えることすらできないほどに、低級な地上的存在であるような気がしていたのだった。	ru-ja	ru	ja
anna_karenina	Маленький желтый человечек в очках, с узким лбом, на мгновение отвлекся от разговора, чтобы поздороваться, и продолжал речь, не обращая внимания на Левина. Левин сел в ожидании, когда уедет профессор, но скоро заинтересовался предметом разговора.	眼鏡をかけた、額のせまい、小柄な人は、あいさつするためにちょっとのま話をきったが、レーヴィンには注意をむけないで、言葉をつづけた。レーヴィンは、教授の帰るのを待とうと思って腰をおろしたが、じき話の題目に興味をおぼえはじめた。	ru-ja	ru	ja
der_steppenwolf	Dieses Buch enthält die uns gebliebenen Aufzeichnungen jenes Mannes, welchen wir mit einem Ausdruck, den er selbst mehrmals gebrauchte, den »Steppenwolf« nannten. Ob sein Manuskript eines einführenden Vorwortes bedürfe, sei dahingestellt; mir jedenfalls ist es ein Bedürfnis, den Blättern des Steppenwolfes einige beizufügen, auf denen ich versuche, meine Erinnerung an ihn aufzuzeichnen. Es ist nur wenig, was ich über ihn weiß, und namentlich ist seine ganze Vergangenheit und Herkunft mir unbekannt geblieben. Doch habe ich von seiner Persönlichkeit einen starken und, wie ich trotz allem sagen muß, sympathischen Eindruck behalten.	この本は、筆者自身がしばしば用いた表現で私たちが「荒野のおおかみ」と呼んだ男の残した手記を内容としています。彼の原稿が紹介の序文を必要とするかどうかは、しばらくおいて、私としてはともかく、荒野のおおかみの記録に数枚を添えて、彼についての私の思い出を書きとめる試みをしておきたいのです。私が彼について知っていることは、ごくわずかです。特に彼の過去と素姓はまったくわからずじまいです。だが、私は彼の個性から強い印象を受けました。なんのかのと言っても、共感的な印象を受けた、と言わざるをえません。	de-ja	de	ja
der_steppenwolf	Zufällig war ich in dem Augenblick zugegen, wo der Steppenwolf zum erstenmal unser Haus betrat und bei meiner Tante sich einmietete. Er kam in der Mittagszeit, die Teller standen noch auf dem Tisch, und ich hatte noch eine halbe Stunde Freizeit, ehe ich in mein Büro gehen mußte. Ich habe den sonderbaren und sehr zwiespältigen Eindruck nicht vergessen, den er mir beim ersten Begegnen machte. Er kam durch die Glastür, wo er vorher die Glocke gezogen hatte, herein, und die Tante fragte ihn im halbdunkeln Flur, was er wünsche. Er aber, der Steppenwolf, hatte seinen scharfen kurzhaarigen Kopf witternd in die Höhe gereckt, schnupperte mit der nervösen Nase um sich her und sagte, noch ehe er Antwort gab oder seinen Namen nannte: »O, hier riecht es gut.« Er lächelte dazu, und meine gute Tante lächelte auch, ich aber fand diese Begrüßungsworte eher komisch und hatte etwas gegen ihn.	偶然私は、荒野のおおかみがはじめて私たちの家にはいってき、おばのところに間借りをしたときに居あわせました。彼が来たのはお昼時で、食卓の上にはまだおさらがのっていました。私は勤めさきに行くまでまだ半時間ひまがありました。最初に会ったとき彼から受けた奇妙な非常に分裂した印象を忘れることができません。彼はまず鈴を引いてからガラス戸をあけてはいってきました。おばが薄暗い廊下で、何の用か、とたずねました。ところが、彼、荒野のおおかみは、返事をし、名のるよりさきに、髪の短いとがった頭をさぐるようにぐっともちあげて、神経質な鼻であたりをかぎながらああ、ここはいいにおいがする」と言いました。同時に彼は微笑しました。人のよいおばも微笑しました。しかし私はそのあいさつのことばをむしろこつけいに思い、彼にたいしなんとなく反感をいだきました。	de-ja	de	ja
der_steppenwolf	Da sagte meine Tante, welche manchmal recht gute Ahnungen hatte: »Das weiß ich ganz genau. Es riecht hier bei uns nach Sauberkeit und Ordnung und nach einem freundlichen und anständigen Leben, und das hat ihm gefallen. Er sieht aus, wie wenn er daran nicht mehr gewöhnt wäre und es entbehrt hätte.«	すると、往々なかなか勘のいいおばは言いました。「そりやちゃんとわかるよ。このうちは清潔できちんとしていて、親切で堅気な暮しをしているというにおいがするんだよ。それがあの人の気に人ったんだね。どうやらあの人はそういうものにもう縁遠くなって、不自由しているようだよ」	de-ja	de	ja
der_steppenwolf	Nun ja, dachte ich, meinetwegen. »Aber«, sagte ich, »wenn er an ein ordentliches und anständiges Leben nicht gewöhnt ist, wie soll dann das werden? Was willst du machen, wenn er unreinlich ist und alles verdreckt oder wenn er zu allen Nachtstunden besoffen heimkommt?«	なるほど、そんなものかもしれない、と私は考えました。「でも」と私は言いました。「もし彼がきちんとした堅気な生活に縁遠くなっているとすると、これからどうなることでしよう。もし彼が不潔で、何もかもよごしてしまったり、夜中に、時間におかまいなしに酔いつぶれて帰ってきたりしたら、どうしますか」	de-ja	de	ja
der_steppenwolf	Und in der Tat waren meine Befürchtungen unbegründet. Der Mieter, obwohl er keineswegs ein ordentliches und vernünftiges Leben führte, hat uns nicht belästigt noch geschädigt, wir denken noch heute gerne an ihn. Im Innern aber, in der Seele, hat dieser Mann uns beide, die Tante und mich, doch sehr viel gestört und belästigt, und offen gesagt, bin ich noch lange nicht mit ihm fertig. Ich träume nachts manchmal von ihm und fühle mich durch ihn, durch die bloße Existenz eines solchen Wesens, im Grunde gestört und beunruhigt, obwohl er mir geradezu lieb geworden ist.	実際、私の懸念には根拠がありませんでした。間借り人は、けっしてきちんとした理性的な生活をしていたわけではありませんが、私たちに迷惑をかけたり、損害を及ぼしたりすることはありませんでした。私たちは今日でも彼のことを快く思い出します。しかし、内面的には、心の中では、この男は私たちふたり、おばと私を、やはりずいぶんひどくかき乱し悩ましました。ありていに言うと、私は今でもまだなかなか彼のことをかたづけきれないのです。夜中におりおり私は彼の夢を見、彼のおかげで、ああいう人物が存在するというだけで、心の底からかき乱され、不安にされるのを感じます。そのくせ、まったく彼が好きになっているのです。	de-ja	de	ja
around_the_world_in_80_days	L'inspecteur redescendit sur le quai et se dirigea rapidement vers les bureaux du consul. Aussitôt, et sur sa demande pressante, il fut introduit près de ce fonctionnaire.	フィックス刑事はすぐさま桟橋を離れると、領事館に向かった。そこで、「緊急にお話ししたいことがあります」と言うと、領事はただちに部屋に入れてくれた。	fr-ja	fr	ja
around_the_world_in_80_days	On disait qu'il ressemblait à Byron, — par la tête, car il était irréprochable quant aux pieds, — mais un Byron à moustaches et à favoris, un Byron impassible, qui aurait vécu mille ans sans vieillir.	彼はバイロンに似ているといわれていた。ただし似ているのは顔だけで、足は非の打ちどころのないほど端正であった。彼は口ひげと頬ひげとのあるバイロン……情熱に身をほろぼさず、それどころか、すこしも年をとらずに千年でも生きたであろう泰然たるバイロンであった。	fr-ja	fr	ja
les_miserables	― Il y tiendrait bien vingt lits ! dit-il, comme se parlant à lui-même ; puis élevant la voix : ― Tenez, monsieur le directeur de l’hôpital, je vais vous dire. Il y a évidemment une erreur. Vous êtes vingt-six personnes dans cinq ou six petites chambres. Nous sommes trois ici, et nous avons place pour soixante. Il y a erreur, je vous dis. Vous avez mon logis, et j’ai le vôtre. Rendez-moi ma maison. C’est ici chez vous.	「二十は置けるだろう」と彼は独り言のように言って、それから声を高めた。「院長さん、少し申し上げたいことがあります。明らかに間違ったことがあるのです。あなたの方は、五つか六つの小さな室に二十六人は入っています。私の方は三人きりですが、六十人くらいは入れる家にいます。それが間違っているのです。あなたが私の家に住み、私があなたの家に住みましょう。私にあなたの家をあけていただきましょう。あなたの家はここです」	fr-ja	fr	ja
les_miserables	M. Myriel n’avait pas de bien, sa famille ayant été ruinée par la révolution. Sa sœur touchait une rente viagère de cinq cents francs qui, au presbytère, suffisait à sa dépense personnelle. M. Myriel recevait de l’état comme évêque un traitement de quinze mille francs. Le jour même où il vint se loger dans la maison de l’hôpital, M. Myriel détermina l’emploi de cette somme une fois pour toutes de la manière suivante. Nous transcrivons ici une note écrite de sa main.	ミリエル氏には少しも財産がなかった。彼の一家は革命のために零落したのだった。が、妹の方は五百フランの終身年金を得ていて、僧家にあっては、それで自分の費用には充分だった。ミリエル氏は司教として国家から一万五千フランの手当を受けていた。施療院の方へ移り住んだその日に、彼は次のようにその金を使おうと断然決心した。ここに彼自らしたためた覚え書きを写すとしよう。	fr-ja	fr	ja
les_miserables	Un évêque est un homme fort occupé ; il faut qu’il reçoive tous les jours le secrétaire de l’évêché, qui est d’ordinaire un chanoine, presque tous les jours ses grands vicaires. Il a des congrégations à contrôler, des privilèges à donner, toute une librairie ecclésiastique à examiner, paroissiens, catéchismes diocésains, livres d’heures, etc., des mandements à écrire, des prédications à autoriser, des curés et des maires à mettre d’accord, une correspondance cléricale, une correspondance administrative, d’un côté l’état, de l’autre le saint-siège, mille affaires.	司教の職は非常に忙しいものである。たいてい司教会員である司教書記を毎日引見し、また管轄の主な助任司祭をほとんど毎日引見しなければならない。集会を監督し、允許いんきょを与え、祈祷書や教区内の教理問答や日課祈祷書など教理に関するいっさいの書物を調べ、教書を書き、説教を認可し、司祭らと村長らとの間を疎通させ、国家へ施政上の通信をなし、ローマ法王へ宗教上の通信をしたたむるなど、なすべき無数の仕事がある。	fr-ja	fr	ja
animal_farm	"Now, comrades, what is the nature of this life of ours? Let us face it: our lives are miserable, laborious, and short. We are born, we are given just so much food as will keep the breath in our bodies, and those of us who are capable of it are forced to work to the last atom of our strength; and the very instant that our usefulness has come to an end we are slaughtered with hideous cruelty. No animal in England knows the meaning of happiness or leisure after he is a year old. No animal in England is free. The life of an animal is misery and slavery: that is the plain truth.	さて、同志よ、われわれのこの世の生活とはどんなものであるか。これをまともに考えて見よう。われわれの生活はみじめで、骨が折れて、短い。われわれは生まれて、かろうじて息をついているに足るだけの食物を与えられ、能力のあるものは力のある限り最後の最後まで働かされる。そしていよいよ役に立たなくなるとその瞬間に、恐ろしい残酷さをもって屠殺とさつされる。イギリスにおいてはいかなる動物も、生れて一年も経てば、幸福とか暇ひまとかいうものは何であるかわからなくなる。イギリスの動物はだれひとり自由なものはない。動物の生涯は不幸と奴隷状態である。これはまぎれもない真相だ。	en-ja	en	ja
animal_farm	Early in October, when the corn was cut and stacked and some of it was already threshed, a flight of pigeons came whirling through the air and alighted in the yard of Animal Farm in the wildest excitement. Jones and all his men, with half a dozen others from Foxwood and Pinchfield, had entered the five−barred gate and were coming up the cart−track that led to the farm. They were all carrying sticks, except Jones, who was marching ahead with a gun in his hands. Obviously they were going to attempt the recapture of the farm.	十月の初め、麦は刈りとられて稲叢に積まれ、一部はすでに脱穀された時だったが、一群の鳩が空中から舞い下りて来て、極度に興奮して動物農場の中庭にとまった。ジョーンズと作男がフォックスウッドとピンチフィールドから来た六人ばかりの男を連れて、五本桟の門扉からはいりこみ、農場に通じる馬車道をやって来るというのだった。彼らは棒を持っていた、ジョーンズだけは別で、彼は銃を手にして先頭に立っていた。明らかに彼らは農場の奪還を企てているのだった。	en-ja	en	ja
animal_farm	BY THE late summer the news of what had happened on Animal Farm had spread across half the county. Every day Snowball and Napoleon sent out flights of pigeons whose instructions were to mingle with the animals on neighbouring farms, tell them the story of the Rebellion, and teach them the tune of Beasts of England.	晩夏の頃までには動物農場に起こった事件のニュースは州の半ばまで広まっていた。毎日スノーボールとナポレオンは鳩群を飛ばし、鳩の指令は近隣の農場に棲む動物の中に交わり、彼らに叛乱の物語を話し、「イギリスの家畜」の歌を教えることであった。	en-ja	en	ja
animal_farm	"Mollie," she said, "I have something very serious to say to you. This morning I saw you looking over the hedge that divides Animal Farm from Foxwood. One of Mr. Pilkington's men was standing on the other side of the hedge. And−I was a long way away, but I am almost certain I saw this−he was talking to you and you were allowing him to stroke your nose. What does that mean, Mollie?"	彼女は言った。「モリー、真面目な話があるんだよ。今朝あんたが動物農場とフォックスウッド農場との境の生垣越しにあちらをのぞいているのを、わたしは見たんだよ。ピルキントンさんのところの作男が生垣の向こう側に立っていたね。そして、わたしは遠くからだったけれど、これは確かに見えたと思うんだが、その男はあんたに話しかけて、あんたは鼻づらを撫でさせていたね。あれはどういうわけなの、モリー？」	en-ja	en	ja
animal_farm	Three days later Mollie disappeared. For some weeks nothing was known of her whereabouts, then the pigeons reported that they had seen her on the other side of Willingdon. She was between the shafts of a smart dogcart painted red and black, which was standing outside a public−house. A fat red−faced man in check breeches and gaiters, who looked like a publican, was stroking her nose and feeding her with sugar. Her coat was newly clipped and she wore a scarlet ribbon round her forelock. She appeared to be enjoying herself, so the pigeons said. None of the animals ever mentioned Mollie again.	三日の後にモリーの姿が見えなくなった。数週間彼女の行方は何もわからなかった。それから鳩がウィリンドンの向こう側で彼女を見かけたと報告した。彼女はある居酒屋の外に停っていた赤と黒に塗ったスマートな二輪馬車の梶棒の間に立っていた。酒屋の亭主らしい、格子のズボンとゲートルをつけた、肥った赤ら顔の男が、彼女の鼻を撫でて砂糖を食べさせていた。彼女は体の毛を剪んだばかりで、前髪には緋色のリボンをつけていた。彼女はうれしそうだった、こう鳩は言った。動物たちはそれっきり二度とモリーのことを口にしなかった。	en-ja	en	ja
medicine	店里坐着许多人，老栓也忙了，提着大铜壶，一趟一趟的给客人冲茶；两个眼眶，都围着一圈黑线。	店の中には大勢の客が坐っていた。老栓は忙しそうに大薬鑵を提げて一さし、一さし、銘々のお茶を注ついで歩いた。彼の両方のは黒い輪に囲まれていた。	zh-ja	zh	ja
medicine	两个人一齐走进灶下，商量了一会；华大妈便出去了，不多时，拿着一片老荷叶回来，摊在桌上。老栓也打开灯笼罩，用荷叶重新包了那红的馒头。	二人は一緒に竈の下へ行って何か相談したが、まもなく華大媽は外へ出て一枚の蓮の葉を持ってかえり卓テーブルの上に置いた。老栓は提灯の中から赤い饅頭を出して蓮の葉に包んだ。	zh-ja	zh	ja
the_true_story_of_ah_q	「站著說！不要跪！」長衫人物都吆喝說。 阿Q雖然似乎懂得，但總覺得站不住，身不由己的蹲了下去，而且終於趁勢改為跪下了。 「奴隸性！……」長衫人物又鄙夷似的說，但也沒有叫他起來。 「你從實招來罷，免得吃苦。我早都知道了。招了可以放你。」那光頭的老頭子看定了阿Q的臉，沉靜的清楚的說。 	「立って物を言え、膝を突くな」と長い著物の人は一斉に怒鳴った。 阿Ｑは承知はしているが、どうしても立っていることが出来ない。我れ知らず身体が縮こまってその勢に押されて揚句の果ては膝を突いてしまう。 「奴隷根性！……」と長い著物を著た人はさげすんでいたようだが、その上立てとも言わなかった。 「お前は本当にやったんだろうな。ひどい目に遭わぬうちに言ってしまえ。乃公はもうみんな知っているぞ。やったならそれでいい。放してやる。」とくりくり坊主の親爺は、阿Ｑの顔を見詰めて物柔かにハッキリ言った。	zh-ja	zh	ja
diary_of_a_madman	今天全沒月光，我知道不妙。早上小心出門，趙貴翁的眼色便怪：似乎怕我，似乎想害我。還有七八個人，交頭接耳的議論我，又怕我看見。一路上的人，都是如此。其中最凶的一個人，張着嘴，對我笑了一笑；我便從頭直冷到腳根，曉得他們布置，都已妥當了。	今夜はまるきり月の光が無い。乃公はどうも変だと思って、早くから気をつけて門を出たが、趙貴翁さんの目付きがおかしいぞ。乃公を恐れているらしい。乃公をやっつけようと思っているらしい。ほかにまだ七八人もいるが、どれもこれも頭や耳を密著くっつけて乃公の噂をしている。乃公に見られるのを恐れている。往来の人は皆そんな風だ。中にも薄気味の悪い、最もあくどい奴は口をおッぴろげて笑っていやがる。乃公は頭の天辺てっぺんから足の爪先つまさきまでひいやりとした。解った。彼らの手配がもうチャンと出来たんだ。	zh-ja	zh	ja
diary_of_a_madman	今天全沒月光，我知道不妙。早上小心出門，趙貴翁的眼色便怪：似乎怕我，似乎想害我。還有七八個人，交頭接耳的議論我，又怕我看見。一路上的人，都是如此。其中最凶的一個人，張着嘴，對我笑了一笑；我便從頭直冷到腳根，曉得他們布置，都已妥當了。	今夜はまるきり月の光が無い。乃公はどうも変だと思って、早くから気をつけて門を出たが、趙貴翁さんの目付きがおかしいぞ。乃公を恐れているらしい。乃公をやっつけようと思っているらしい。ほかにまだ七八人もいるが、どれもこれも頭や耳を密著くっつけて乃公の噂をしている。乃公に見られるのを恐れている。往来の人は皆そんな風だ。中にも薄気味の悪い、最もあくどい奴は口をおッぴろげて笑っていやがる。乃公は頭の天辺から足の爪先までひいやりとした。解った。彼らの手配がもうチャンと出来たんだ。	zh-ja	zh	ja
a_confession	Помню еще, что, когда старший мой брат Дмитрий, будучи в университете, вдруг, с свойственною его натуре страстностью, предался вере и стал ходить ко всем службам, поститься, вести чистую и нравственную жизнь, то мы все, и даже старшие, не переставая поднимали его на смех и прозвали почему-то Ноем. Помню, Мусин-Пушкин, бывший тогда попечителем Казанского университета, звавший нас к себе танцевать, насмешливо уговаривал отказывавшегося брата тем, что и Давид плясал пред ковчегом. Я сочувствовал тогда этим шуткам старших и выводил из них заключение о том, что учить катехизис надо, ходить в церковь надо, но слишком серьезно всего этого принимать не следует. Помню еще, что я очень молодым читал Вольтера, и насмешки его не только не возмущали, но очень веселили меня.	I also remember that when he was at the university my elder brother Dmitry suddenly took up the faith with the passion characteristic of his nature and started to go to all the church services and to fast and lead a pure and moral life, then all of us, even our elders, kept laughing at him and for some reason nicknamed him Noah. I remember Musin-Pushkin,3 who was then warden of Kazan University, inviting us to go and dance at his house; he laughingly persuaded my reluctant brother by saying that even David danced before the ark. I shared then the joking attitude of our elders and from it I reached the conclusion that one should learn the catechism and go to church, but not take any of that too seriously. I remember too that I read Voltaire at a very young age and that his witticisms not only didn’t shock me but amused me greatly.	ru-en	ru	en
a_confession	По жизни человека, по делам его, как теперь, так и тогда никак нельзя узнать, верующий он или нет. Если и есть различие между явно исповедующими православие и отрицающими его, то не в пользу первых. Как теперь, так и тогда явное признание и исповедание православия большею частию встречалось в людях тупых, жестоких и безнравственных и считающих себя очень важными. Ум же, честность, прямота, добродушие и нравственность большею частью встречались в людях, признающих себя неверующими.	Now, just as then, it is impossible to judge from a person’s life, or behaviour, whether or not he is a believer. If there is a difference between those who openly profess Orthodoxy and those who deny it, then it is not to the advantage of the former. Nowadays, as before, the public declaration and confession of Orthodoxy is usually encountered among dull-witted, cruel and immoral people who tend to consider themselves very important. Whereas intelligence, honesty, straight forwardness, good-naturedness and morality are qualities usually found among people who claim to be non-believers.	ru-en	ru	en
a_confession	Так что как теперь, так и прежде вероучение, принятое по доверию и поддерживаемое внешним давлением, понемногу тает под влиянием знаний и опытов жизни, противоположных вероучению, и человек очень часто долго живет, воображая, что в нем цело то вероучение, которое сообщено было ему с детства, тогда как его давно уже нет и следа.	So now, just as then, Christian teaching, taken on trust and maintained by outside pressures, gradually dissolves under the influence of knowledge and life experience that are in opposition to it, and a man very often lives for a long time imagining that the Christian teaching given to him as a child is intact within him when it is long gone without a trace.	ru-en	ru	en
a_confession	Но странно то, что хотя всю эту ложь веры я понял скоро и отрекся от нее, но от чина, данного мне этими людьми, – от чина художника, поэта, учителя – я не отрекся. Я наивно воображал, что я – поэт, художник, и могу учить всех, сам не зная, чему я учу. Я так и делал.	But it’s strange that although I soon understood the falsehood of this faith and renounced it, I did not renounce the position these people had given me—the position of an artist, poet, teacher. I naively imagined that I was a poet and artist, and that I could teach everyone without knowing myself what I was teaching. That is what I did.	ru-en	ru	en
